iter	Logloss
265	0.441071718
266	0.4407360246
267	0.4401145112
268	0.4394664805
269	0.4390253628
270	0.4386103753
271	0.4380558006
272	0.4377305593
273	0.4371605323
274	0.4367037041
275	0.4360014127
276	0.4353517044
277	0.4350843692
278	0.4345648929
279	0.4339610255
280	0.4332079252
281	0.4325855086
282	0.4319077022
283	0.431400291
284	0.4306765147
285	0.4303536607
286	0.4301055198
287	0.4297053073
288	0.4288472666
289	0.4283354358
290	0.4278194113
291	0.4273888102
292	0.4269492732
293	0.4264112799
294	0.4261493965
295	0.4257697011
296	0.4253971672
297	0.4250539897
298	0.4246503253
299	0.4241914003
300	0.4236384386
301	0.4232277094
302	0.4228261419
303	0.4223701203
304	0.4219405515
305	0.4213680404
306	0.4207021056
307	0.4201593701
308	0.419607473
309	0.4193095233
310	0.4190164772
311	0.4186809774
312	0.4180093326
313	0.4174939533
314	0.4167980815
315	0.4162079245
316	0.4157016746
317	0.4152015541
318	0.4148182778
319	0.4143671274
320	0.4140623387
321	0.4136000909
322	0.4129739644
323	0.4126255931
324	0.4122178318
325	0.4118292972
326	0.4111702014
327	0.4107024372
328	0.410092376
329	0.4097042285
330	0.4092576912
331	0.4087895722
332	0.40824003
333	0.4076279687
334	0.4072783392
335	0.4070502315
336	0.406412911
337	0.4060742497
338	0.4056209379
339	0.4049637776
340	0.404793705
341	0.4042310654
342	0.4037933672
343	0.4034740617
344	0.4030897854
345	0.4027012508
346	0.401950441
347	0.4015094523
348	0.4009056172
349	0.4006516697
350	0.4001473231
351	0.399692237
352	0.3993730283
353	0.3989457822
354	0.3985448599
355	0.3981304209
356	0.3979702197
357	0.3975568453
358	0.3973092529
359	0.3971103402
360	0.3966626415
361	0.3961806832
362	0.3958035685
363	0.3952608975
364	0.394490119
365	0.3940949067
366	0.3937140499
367	0.3933445485
368	0.3927092925
369	0.3921892033
370	0.3918313153
371	0.3914793631
372	0.3909581449
373	0.3903463416
374	0.3899011592
375	0.3896450825
376	0.3891488009
377	0.3889156608
378	0.3884756076
379	0.3882095305
380	0.3878335126
381	0.3874371712
382	0.3871120913
383	0.3866374881
384	0.3862920201
385	0.3858225784
386	0.3853988809
387	0.385074801
388	0.3847895939
389	0.384424383
390	0.3839685549
391	0.3836880254
392	0.3833947212
393	0.3830021542
394	0.3826733321
395	0.3823211541
396	0.3820503348
397	0.3815569888
398	0.3812436836
399	0.380935056
400	0.3806598817
401	0.380264379
402	0.3799121042
403	0.3793490452
404	0.3789702853
405	0.3786732067
406	0.3784539059
407	0.3780406928
408	0.3776744496
409	0.3773137228
410	0.3768941222
411	0.3764362617
412	0.3760156934
413	0.3756517729
414	0.3748887044
415	0.3744950405
416	0.3741745092
417	0.3738609459
418	0.3734853797
419	0.3732712082
420	0.3728933193
421	0.3725380121
422	0.3722799676
423	0.3719372417
424	0.3717438454
425	0.3713027277
426	0.370898644
427	0.3701640607
428	0.3698493361
429	0.3695281918
430	0.3691664972
431	0.3686438272
432	0.368370911
433	0.3681240606
434	0.367752172
435	0.3673277325
436	0.3669727156
437	0.3667517374
438	0.3663426212
439	0.3656399104
440	0.3654936131
441	0.365272893
442	0.3647057693
443	0.3642625224
444	0.3635654893
445	0.3631264039
446	0.3627254817
447	0.3621619065
448	0.3618104705
449	0.3616347202
450	0.3611890539
451	0.3606493831
452	0.3601623922
453	0.3598180533
454	0.3595416531
455	0.3591344402
456	0.3587681325
457	0.3584433429
458	0.3580507113
459	0.3577042755
460	0.3574447793
461	0.3569484009
462	0.3564824433
463	0.3560047109
464	0.3554316515
465	0.355121798
466	0.3548117188
467	0.35453748
468	0.3542793387
469	0.3538942236
470	0.3534369116
471	0.353194513
472	0.3528940148
473	0.3523446984
474	0.351757606
475	0.3513252307
476	0.351003667
477	0.3507913666
478	0.3504478664
479	0.3502250171
480	0.3496268597
481	0.3493474593
482	0.3488505648
483	0.348496548
484	0.3479914917
485	0.3476590243
486	0.3473379123
487	0.3467968221
488	0.3463325097
489	0.3460136881
490	0.3456080237
491	0.3452961057
492	0.3448412776
493	0.344469518
494	0.3441215338
495	0.3437523872
496	0.3433528844
497	0.3431090663
498	0.342825698
499	0.3424798107
500	0.3420375961
501	0.3416961283
502	0.3414261477
503	0.3411484894
504	0.3407184367
505	0.3403883888
506	0.3401027946
507	0.3397368417
508	0.3394612157
509	0.3390182592
510	0.3386321118
511	0.3382488356
512	0.3379075613
513	0.3377366177
514	0.3374169251
515	0.3371268468
516	0.3367707654
517	0.3363632944
518	0.3361126051
519	0.3358554316
520	0.3355205447
521	0.3351325586
522	0.3349205807
523	0.3346885697
524	0.3343961687
525	0.3341209944
526	0.3337742682
527	0.3333119237
528	0.3330974297
529	0.3326062128
530	0.3323454907
531	0.3321147056
532	0.3317087186
533	0.3312667298
534	0.3306566686
535	0.3304123667
536	0.3301094813
537	0.3298450172
538	0.3292505696
539	0.3288266785
540	0.3284385633
541	0.3281808414
542	0.3278907308
543	0.3275275845
544	0.327197214
545	0.3269027162
546	0.3265656679
547	0.326394563
548	0.3256509793
549	0.3253831279
550	0.325138084
551	0.324787035
552	0.324495989
553	0.3241494886
554	0.3235530732
555	0.3232698662
556	0.3229539803
557	0.3225722525
558	0.3223071108
559	0.3220863262
560	0.3216710806
561	0.3213778409
562	0.3210227273
563	0.3206716138
564	0.320219173
565	0.3199203523
566	0.3196273062
567	0.3192997745
568	0.3189529516
569	0.3186490339
570	0.3181951091
571	0.3179839378
572	0.3176582449
573	0.31734323
574	0.3170320862
575	0.316667714
576	0.3161245269
577	0.3157822204
578	0.3152880034
579	0.3150714769
580	0.3146285527
581	0.3143184734
582	0.3139025505
583	0.3135707605
584	0.3131306751
585	0.3129007287
586	0.3125445182
587	0.3122566336
588	0.3118877451
589	0.3116468627
590	0.3113143953
591	0.3109731533
592	0.3108174685
593	0.3105474557
594	0.3100703685
595	0.309852584
596	0.3096214117
597	0.3092384903
598	0.3089522186
599	0.3085898466
600	0.3082194742
601	0.3078869422
602	0.307608058
603	0.3073489812
604	0.3069097346
605	0.3065392976
606	0.3062229277
607	0.3058618783
608	0.305729743
609	0.305309465
610	0.3050447428
611	0.3047935373
612	0.3045082012
613	0.3042342849
614	0.3038317819
615	0.303554672
616	0.3033606305
617	0.3030290019
618	0.3026760496
619	0.3024983961
620	0.3023151293
621	0.3020311481
622	0.3017789425
623	0.3014842511
624	0.3011159756
625	0.3005925636
626	0.3002965818
627	0.2997855898
628	0.2995359651
629	0.2991424625
630	0.2989359043
631	0.2986834085
632	0.2983568123
633	0.2982068052
634	0.2979408571
635	0.2975393219
636	0.2973728624
637	0.297095075
638	0.2967773179
639	0.2962933595
640	0.2958696297
641	0.2955829064
642	0.2953650573
643	0.2949460697
644	0.2946507654
645	0.2943691068
646	0.2941642261
647	0.2939476352
648	0.2935665203
649	0.2933978349
650	0.2929722986
651	0.2926628645
652	0.2923306874
653	0.2918695365
654	0.291672753
655	0.2914864538
656	0.2912335063
657	0.2907294824
658	0.2905479254
659	0.2901486483
660	0.2897995027
661	0.2896248815
662	0.2892942207
663	0.2888867497
664	0.2885284101
665	0.2880497422
666	0.2877268559
667	0.287363129
668	0.2872160897
669	0.2869326247
670	0.2866435464
671	0.2862418177
672	0.2860710676
673	0.2857900543
674	0.2855329776
675	0.285215156
676	0.2847125193
677	0.2843549861
678	0.284036713
679	0.2838534785
680	0.2836008213
681	0.2833189047
682	0.2830177936
683	0.2828640121
684	0.2826158068
685	0.2823373742
686	0.2820680711
687	0.2819103539
688	0.2814945277
689	0.2809214683
690	0.2805867104
691	0.2803131491
692	0.2798390298
693	0.2793947829
694	0.2792399046
695	0.278684362
696	0.2782893433
697	0.2778704202
698	0.2775379528
699	0.2771608058
700	0.276815983
701	0.2764514173
702	0.2762452785
703	0.2760349459
704	0.275845453
705	0.2756951556
706	0.2752455859
707	0.2750354146
708	0.2746165882
709	0.2744162562
710	0.2741247584
711	0.2739195229
712	0.2735454406
713	0.2732474265
714	0.272813922
715	0.2724903905
716	0.272083597
717	0.2718690384
718	0.271438276
719	0.2710081588
720	0.2705064899
721	0.2703523051
722	0.2700867119
723	0.2698933478
724	0.2696711276
725	0.2694078893
726	0.269222445
727	0.2689013814
728	0.2686173034
729	0.2684587475
730	0.2680529863
731	0.2676141267
732	0.2672894016
733	0.2670475837
734	0.2668582198
735	0.266449523
736	0.2661956723
737	0.2660432295
738	0.2656639051
739	0.2652512564
740	0.2649575812
741	0.2647359255
742	0.2645815795
743	0.2643767956
744	0.263869207
745	0.2635932422
746	0.2633816354
747	0.2631205262
748	0.2627804778
749	0.2624141862
750	0.2622675503
751	0.261930131
752	0.2617078463
753	0.2614107031
754	0.2611766597
755	0.2608286755
756	0.2605440652
757	0.2603174254
758	0.2601390943
759	0.2598862436
760	0.2596866212
761	0.2595783419
762	0.2592354063
763	0.2590191379
764	0.2586705085
765	0.2584203353
766	0.2581795336
767	0.2579528615
768	0.2577232216
769	0.257212165
770	0.2569494913
771	0.2567336907
772	0.2565059702
773	0.2561485823
774	0.2558614396
775	0.2557084485
776	0.255383675
777	0.255085677
778	0.2548243259
779	0.2545465385
780	0.254390773
781	0.2542208133
782	0.2538976044
783	0.253625285
784	0.2533614661
785	0.2531014376
786	0.2529629149
787	0.2527183226
788	0.2523942427
789	0.2522563168
790	0.2518862831
791	0.2515462508
792	0.2512031216
793	0.2508934457
794	0.2504275203
795	0.2502113971
796	0.2499258352
797	0.2495521562
798	0.2491443142
799	0.2488482356
800	0.248602353
801	0.248138331
802	0.2479224175
803	0.2476237581
804	0.2473626328
805	0.2469657269
806	0.2467664594
807	0.2463963773
808	0.2459298713
809	0.245540256
810	0.2453600377
811	0.2450199732
812	0.2447102972
813	0.2445864365
814	0.2441546902
815	0.2437046043
816	0.2433932024
817	0.2430473312
818	0.2427290096
819	0.2424533836
820	0.2421041735
821	0.242009427
822	0.2417114129
823	0.2413824295
824	0.2411520637
825	0.2409009228
826	0.2406045055
827	0.2403028621
828	0.239944458
829	0.2398112743
830	0.2394235623
831	0.2390075103
832	0.2385722316
833	0.238260749
834	0.2380597556
835	0.2377951624
836	0.2374907286
837	0.2372994453
838	0.2368668925
839	0.2365577649
840	0.2362274105
841	0.2360560476
842	0.2357417423
843	0.235502118
844	0.2354013391
845	0.2350770011
846	0.2349011218
847	0.2346667558
848	0.234183378
849	0.2339657225
850	0.2336867738
851	0.2334640858
852	0.2331305538
853	0.2329018171
854	0.2326330302
855	0.2324128101
856	0.2321020211
857	0.2318771395
858	0.2315840449
859	0.2313326459
860	0.2309322881
861	0.2307317302
862	0.2304404261
863	0.2301488155
864	0.2298960131
865	0.2297546032
866	0.2296825998
867	0.2294558148
868	0.2293112757
869	0.2290564571
870	0.2287156022
871	0.2285051084
872	0.2283145187
873	0.2281274937
874	0.2278971118
875	0.2277181194
876	0.2274812694
877	0.2271717225
878	0.2268068987
879	0.2265594353
880	0.226266744
881	0.226148319
882	0.2259305184
883	0.225823852
884	0.225535677
885	0.2252206944
886	0.2249556172
887	0.2248086425
888	0.2246872981
889	0.2244320763
890	0.2241564019
891	0.2238903731
892	0.2235840037
893	0.2233605092
894	0.2231342404
895	0.2229051328
896	0.222785611
897	0.2225228566
898	0.2221766788
899	0.2218847779
900	0.2217307706
901	0.2214987757
902	0.2212549093
903	0.2209854932
904	0.2205984426
905	0.2204129499
906	0.2200832246
907	0.219943476
908	0.2197977433
909	0.2195040358
910	0.2192829608
911	0.2190411751
912	0.2187879212
913	0.2185326994
914	0.2181575848
915	0.217933058
916	0.2177056601
917	0.2173389975
918	0.2171526983
919	0.2169258811
920	0.216753873
921	0.2164987641
922	0.2162567364
923	0.2160132733
924	0.2158548787
925	0.2156457881
926	0.2154418429
927	0.2151732495
928	0.2149658203
929	0.2146485149
930	0.2144610705
931	0.2142603513
932	0.2141533946
933	0.2138871723
934	0.2136416284
935	0.2133839065
936	0.2132121725
937	0.2129038676
938	0.2126004661
939	0.2124034728
940	0.2121649293
941	0.2118057832
942	0.2116099997
943	0.2113672623
944	0.2111304446
945	0.2108444633
946	0.2105636758
947	0.2103160511
948	0.2099831644
949	0.2096734561
950	0.2094825599
951	0.2092495811
952	0.2090579107
953	0.2088267385
954	0.2085843237
955	0.2083183111
956	0.2080346525
957	0.2078766934
958	0.2076923136
959	0.2073707177
960	0.2072713582
961	0.2070300241
962	0.2067714957
963	0.2065430817
964	0.2061732415
965	0.2059186649
966	0.2056486198
967	0.2054726599
968	0.2052390036
969	0.205044446
970	0.2049258597
971	0.2047148174
972	0.2044291103
973	0.2041895022
974	0.203918086
975	0.2036126522
976	0.2035227286
977	0.2032975243
978	0.2030607066
979	0.2028934567
980	0.2027083834
981	0.2024944055
982	0.2023604798
983	0.2020955963
984	0.2018846185
985	0.2017728229
986	0.2014495817
987	0.2013215918
988	0.2010791609
989	0.2008705059
990	0.2007865503
991	0.2004874877
992	0.2003098663
993	0.2001250027
994	0.1998779103
995	0.1997200319
996	0.1994740524
997	0.1992224115
998	0.1990323057
999	0.1989300266
